State,City,Street,Zipcode,Bedroom,Bathroom,Area,PPSq,LotArea,MarketEstimate,RentEstimate,Latitude,Longitude,ListedPrice
MI,Ypsilanti,Worden St,48197.0,3.0,1.0,900.0,188.88888888888889,0.1399999999999999,169200.0,1599.0,42.236195,-83.62395,170000.0
MI,Escanaba,Lake Shore Dr,49829.0,2.0,1.0,932.0,166.30901287553647,0.3399999999999999,156600.0,1250.0,45.715546,-87.078606,155000.0
MI,Brighton,Washington St,48116.0,3.0,2.0,1462.0,225.718194254446,0.19,326600.0,2134.0,42.527718,-83.79115,330000.0
MI,Northport,S Shabwasung St,49670.0,2.0,1.0,598.0,331.9397993311037,0.2299999999999999,200000.0,1900.0,45.12472,-85.618195,198500.0
MI,Germfask,Ann Dr,49836.0,3.0,2.0,1568.0,143.49489795918367,10.0,221600.0,2256.0,46.123623,-85.92619,225000.0
MI,Ann Arbor,Cedar Ridge Dr,48103.0,4.0,3.0,2302.0,216.7680278019114,0.2299999999999999,501900.0,3099.0,42.266895,-83.8493,499000.0
MI,Houghton Lake,Oneida Dr,48629.0,2.0,2.0,1323.0,90.62736205593347,0.2439164370982552,118600.0,1500.0,44.34267,-84.676674,119900.0
MI,Sterling Heights,Saturn Dr,48314.0,3.0,3.0,1648.0,221.48058252427185,,367500.0,2518.0,42.61933,-83.07684,365000.0
MI,Roscommon,Dante Dr,48653.0,3.0,2.0,1080.0,128.61111111111111,0.4393939393939394,138900.0,1194.0,44.414555,-84.6876,138900.0
MI,Johannesburg,Beach Rd,49751.0,5.0,2.0,2192.0,177.87408759124088,0.42,376000.0,2100.0,44.940094,-84.4015,389900.0
MI,Ada,Two Mile Rd NE,49301.0,4.0,2.0,2120.0,155.18867924528303,4.0,350300.0,2465.0,43.001453,-85.44896,329000.0
MI,Canton,Hillsboro Dr,48187.0,4.0,2.0,1771.0,141.10671936758894,0.1699999999999999,251400.0,1949.0,42.34189,-83.47184,249900.0
MI,Bay City,Howard St,48708.0,3.0,1.0,912.0,98.57456140350877,0.2799999999999999,89600.0,1250.0,43.5843,-83.892975,89900.0
MI,Muskegon,Moon St,49441.0,3.0,2.0,1921.0,130.08849557522123,0.1,192500.0,1794.0,43.213207,-86.292694,249900.0
MI,Bark River,L #25,49807.0,1.0,1.0,528.0,189.20454545454547,1.74,100600.0,1098.0,45.70514,-87.13685,99900.0
MI,Ypsilanti,Foley Ave,48198.0,3.0,2.0,1248.0,167.46794871794873,0.1699999999999999,213300.0,1949.0,42.22738,-83.58055,209000.0
MI,Grand Rapids,Marietta St NE,49505.0,4.0,2.0,1912.0,156.85146443514645,0.26,257200.0,1158.0,42.98968,-85.64991,299900.0
MI,Lansing,N Verlinden Ave,48915.0,4.0,3.0,2043.0,86.58835046500245,0.11,185100.0,1394.0,42.745438,-84.57723,176900.0
MI,Marquette,Oak St,49855.0,2.0,1.0,1198.0,158.59766277128548,0.1399999999999999,197900.0,1362.0,46.54759,-87.3978,190000.0
MI,White Cloud,N Gordon Ave,49349.0,3.0,2.0,1550.0,96.7741935483871,2.75,142000.0,1949.0,43.59746,-85.82162,150000.0
MI,Grand Rapids,Fruit Ridge Ave NW,49544.0,3.0,1.0,1385.0,230.97472924187727,4.9,306500.0,1828.0,43.043476,-85.76637,319900.0
MI,Boyne City,Fall Park Rd,49712.0,3.0,3.0,3823.0,104.368297148836,3.0,404200.0,3750.0,45.17917,-84.98879,399000.0
MI,Eastpointe,Rosalind Ave,48021.0,3.0,2.0,987.0,162.0060790273556,0.15,160100.0,1500.0,42.474197,-82.93331,159900.0
MI,Lapeer,N Elba Rd,48446.0,4.0,2.0,2598.0,127.02078521939954,4.26,331800.0,1199.0,43.053043,-83.44169,330000.0
MI,Comstock Park,Division Ave N,49321.0,3.0,2.0,1608.0,155.41044776119404,0.8,303900.0,2163.0,43.061962,-85.67044,249900.0
MI,Prescott,Black Rd,48756.0,3.0,1.0,1200.0,83.25,1.5,298800.0,1250.0,44.167473,-83.91551,99900.0
MI,Detroit,Stansbury St,48235.0,4.0,3.0,2026.0,44.37314906219151,0.1,83600.0,1650.0,42.41603,-83.18313,89900.0
MI,Ludington,6th St,49431.0,4.0,1.0,1296.0,83.33333333333333,0.19,108600.0,1500.0,43.941296,-86.431366,108000.0
MI,Battle Creek,Bedford Rd N,49017.0,2.0,1.0,590.0,84.57627118644068,1.05,48800.0,850.0,42.40318,-85.236206,49900.0
MI,Spring Lake,148th Ave,49456.0,4.0,2.0,1686.0,163.1079478054567,0.53,280900.0,1999.0,43.103867,-86.15645,275000.0
MI,Saranac,Potters Rd,48881.0,3.0,2.0,1300.0,269.2307692307692,36.79,339100.0,2388.0,42.979984,-85.24378,350000.0
MI,Howell,Norton Rd,48843.0,3.0,2.0,1603.0,180.2869619463506,1.0,278700.0,2169.0,42.592773,-83.96915,289000.0
MI,Roscommon,White Pine Dr,48653.0,3.0,2.0,1624.0,123.0911330049261,5.0568,199400.0,1749.0,44.527596,-84.695946,199900.0
MI,Indian River,Brudy Rd,49749.0,2.0,2.0,1467.0,289.70688479890936,123.73,,2199.0,45.360428,-84.6041,425000.0
MI,Lachine,Arthur Rd,49753.0,3.0,2.0,1756.0,107.00455580865604,1.19,188000.0,999.0,45.087128,-83.70272,187900.0
MI,Muskegon,Cutler Ave,49441.0,3.0,1.0,1460.0,164.31506849315068,0.27,190600.0,1118.0,43.20835,-86.30428,239900.0
MI,Harrison,Doe Rd,48625.0,2.0,1.0,952.0,94.4327731092437,0.78,,999.0,44.128136,-84.92179,89900.0
MI,Royal Oak,Devillen Ave,48073.0,3.0,1.0,1125.0,222.22222222222223,0.32,247100.0,1982.0,42.515854,-83.138016,250000.0
MI,Kingsley,Summit City Rd,49649.0,4.0,1.0,1512.0,185.1190476190476,5.71,287300.0,1900.0,44.561256,-85.51573,279900.0
MI,South Lyon,Johns Rd,48178.0,3.0,2.0,1500.0,133.33333333333334,2.0,189200.0,2350.0,42.480152,-83.562744,200000.0
MI,Detroit,Wildemere St,48221.0,5.0,4.0,3007.0,165.9461257066844,0.16,483400.0,2742.0,42.419376,-83.13249,499000.0
MI,Dearborn,Berkley St,48124.0,4.0,3.0,2904.0,137.70661157024793,0.12,392900.0,2600.0,42.30944,-83.27392,399900.0
MI,Petoskey,Fulton St,49770.0,4.0,2.0,2172.0,174.95395948434623,,392500.0,2199.0,45.36969,-84.9579,380000.0
MI,Brooklyn,Shoreline Dr,49230.0,4.0,1.0,1321.0,377.7441332323997,0.2299999999999999,500900.0,2437.0,42.0727,-84.13885,499000.0
MI,Trenton,Norwood Dr,48183.0,3.0,2.0,1453.0,154.8520302821748,0.1399999999999999,220300.0,1500.0,42.136517,-83.20264,225000.0
MI,Covert,M 140 Hwy,49043.0,4.0,2.0,1770.0,112.42937853107344,4.6,201700.0,1994.0,42.251907,-86.26305,199000.0
MI,Boyne City,S Wilson Rd,49712.0,4.0,2.0,2110.0,225.11848341232223,20.15,475000.0,2800.0,45.19632,-85.07091,475000.0
MI,Gaylord,Blahowiak Rd,49735.0,4.0,2.0,2724.0,71.58590308370044,4.0,193300.0,2199.0,45.055077,-84.58789,195000.0
MI,Detroit,Mallina St,48236.0,3.0,2.0,2031.0,89.6110290497292,0.1399999999999999,179800.0,1500.0,42.420788,-82.92284,182000.0
MI,Detroit,Three Mile Dr,48224.0,3.0,2.0,1608.0,93.28358208955224,0.11,147700.0,1464.0,42.406467,-82.942184,150000.0
MI,Vicksburg,Bayview Dr,49097.0,4.0,2.0,2080.0,144.18269230769232,0.24,291700.0,2199.0,42.12831,-85.53739,299900.0
MI,Detroit,Glendale St,48238.0,3.0,3.0,1341.0,140.93959731543623,0.11,185300.0,1500.0,42.383575,-83.13834,189000.0
MI,Grand Rapids,Sherman St SE,49506.0,4.0,1.0,1483.0,127.78152393796358,,194000.0,1838.0,42.95177,-85.646675,189500.0
MI,Coldwater,Walnut St,49036.0,3.0,1.0,1500.0,56.66666666666666,0.15,85400.0,1250.0,41.94109,-85.00829,85000.0
MI,Highland,N Duck Lake Rd,48356.0,5.0,2.0,2026.0,83.16880552813426,0.2299999999999999,189300.0,3410.0,42.676,-83.57519,168500.0
MI,Farwell,Harrison Ave,48622.0,4.0,3.0,2300.0,143.47826086956522,1.25,332000.0,1961.0,43.82501,-84.829025,330000.0
MI,Benton Harbor,Edwards Ave,49022.0,3.0,2.0,1605.0,99.62616822429906,0.1399999999999999,,900.0,42.120308,-86.44458,159900.0
MI,Zeeland,Air Park Dr,49464.0,3.0,4.0,3858.0,157.87713841368586,0.61,461600.0,2299.0,42.8148,-85.929726,609090.0
MI,Lewiston,Big Wolf Lake Rd,49756.0,3.0,1.0,1152.0,190.10416666666663,2.6501,215700.0,1250.0,44.860733,-84.27427,219000.0
MI,Saginaw,Bauer Dr,48604.0,3.0,1.0,864.0,138.88888888888889,0.1699999999999999,119200.0,884.0,43.4583,-83.955025,120000.0
MI,Warren,Otis Ave,48091.0,3.0,2.0,2149.0,90.73987901349464,0.19,194100.0,1500.0,42.459324,-83.068275,195000.0
MI,Jackson,N Bowen St,49202.0,3.0,1.0,1876.0,82.62260127931769,0.24,116600.0,1200.0,42.252674,-84.42692,155000.0
MI,Houghton Lake,E Houghton Lake Dr,48629.0,4.0,2.0,1419.0,162.015503875969,0.7373737373737373,224900.0,1400.0,44.373165,-84.69855,229900.0
MI,Wayne,Hayes St,48184.0,3.0,2.0,1910.0,83.7696335078534,0.1399999999999999,158600.0,1450.0,42.27889,-83.34974,160000.0
MI,Gaylord,S Center Ave,49735.0,3.0,1.0,1392.0,118.53448275862068,0.3303030303030303,166600.0,1749.0,45.02357,-84.6744,165000.0
MI,Onondaga,Onondaga Rd,49264.0,5.0,2.0,2130.0,44.60093896713615,2.07,,2199.0,42.408405,-84.56078,95000.0
MI,Thompsonville,S Carmean Rd,49683.0,2.0,1.0,1300.0,250.0,10.0,325700.0,1500.0,44.580173,-85.91724,325000.0
MI,Plainwell,Burchette Rd,49080.0,4.0,1.0,1400.0,128.5,15.1,267300.0,1849.0,42.47455,-85.512985,179900.0
MI,Ishpeming,S Pine St,49849.0,3.0,2.0,1449.0,108.69565217391305,0.21,158700.0,1800.0,46.479694,-87.67092,157500.0
MI,Warren,Alger St,48092.0,3.0,2.0,2959.0,84.45420750253464,0.21,246600.0,2100.0,42.51716,-83.06071,249900.0
MI,Muskegon,Orchard Ave,49442.0,4.0,2.0,2790.0,59.13978494623656,0.18,160600.0,2394.0,43.237278,-86.22705,165000.0
MI,Chesterfield,Anders St,48047.0,3.0,2.0,1907.0,136.28736234923966,0.1699999999999999,,2600.0,42.670353,-82.777534,259900.0
MI,West Bloomfield,S Hammond Lake Rd,48324.0,3.0,3.0,2246.0,155.8325912733749,0.5599999999999999,349900.0,3099.0,42.603657,-83.32843,350000.0
MI,Brighton,Scottwood Pl,48114.0,3.0,2.0,1558.0,192.55455712451865,0.39,295000.0,2199.0,42.560066,-83.7983,300000.0
MI,Watersmeet,E Otter Ln,49969.0,3.0,2.0,1871.0,213.7359700694816,17.06,402900.0,2149.0,46.240948,-89.4041,399900.0
MI,Roseville,Martin Rd,48066.0,3.0,1.0,1025.0,162.9268292682927,0.13,166600.0,1500.0,42.502796,-82.92335,167000.0
MI,Sodus,River Rd,49126.0,4.0,2.0,1372.0,171.28279883381924,0.52,236100.0,1999.0,42.0222,-86.38834,235000.0
MI,Petoskey,Stanley Ct,49770.0,1.0,1.0,480.0,291.6666666666667,0.5723370064279155,134100.0,1800.0,45.396996,-84.822586,140000.0
MI,Grand Rapids,60th St SE,49508.0,4.0,2.0,2310.0,129.82683982683983,1.37,309500.0,2197.0,42.85443,-85.63628,299900.0
MI,Troy,Sylvanwood Dr,48085.0,4.0,3.0,2340.0,191.8803418803419,0.5,448800.0,2697.0,42.598373,-83.13481,449000.0
MI,Traverse City,E Grandview Rd,49684.0,3.0,1.5,1390.0,251.7985611510792,0.9,357500.0,1800.0,44.78937,-85.65062,350000.0
MI,Sparta,Cherry St,49345.0,3.0,1.0,1145.0,165.85152838427948,0.2799999999999999,217600.0,1800.0,43.16354,-85.70182,189900.0
MI,Hamilton,47th St,49419.0,4.0,1.0,1200.0,166.66666666666666,1.0,208100.0,1724.0,42.725906,-86.009735,200000.0
MI,Detroit,Tacoma St,48205.0,3.0,1.0,2198.0,25.477707006369428,0.09,53200.0,1200.0,42.441467,-82.97048,56000.0
MI,Lansing,Victor Ave,48911.0,3.0,2.0,2503.0,79.9041150619257,0.1699999999999999,202200.0,1074.0,42.70497,-84.58298,200000.0
MI,Detroit,Canton St,48207.0,4.0,2.0,2088.0,119.683908045977,0.08,247100.0,1849.0,42.35732,-83.0109,249900.0
MI,New Baltimore,Atherton St,48047.0,3.0,2.0,1488.0,191.4650537634409,0.19,279000.0,2500.0,42.69509,-82.76213,284900.0
MI,Washington,Thirty Mile Rd,48095.0,5.0,4.0,2039.0,232.466895537028,1.96,469200.0,3161.0,42.771427,-83.029366,474000.0
MI,Traverse City,Farm Ln,49696.0,6.0,3.0,3400.0,193.23529411764707,0.43,659100.0,2798.0,44.6991,-85.56938,657000.0
MI,Detroit,Santa Barbara Dr,48221.0,3.0,2.0,1982.0,121.0393541876892,0.11,232500.0,1500.0,42.428482,-83.148796,239900.0
MI,Alpena,Long Rapids Rd,49707.0,3.0,2.0,2016.0,156.25,0.7681965105601469,310000.0,2100.0,45.11192,-83.54865,315000.0
MI,Jackson,1st St,49203.0,5.0,2.0,2064.0,60.51356589147287,0.11,,1400.0,42.235966,-84.41455,124900.0
MI,Bay City,39th St,48708.0,3.0,2.0,1824.0,54.276315789473685,0.31,97200.0,1400.0,43.56183,-83.89975,99000.0
MI,Kingsley,Fenton St,49649.0,3.0,1.0,1222.0,146.89034369885434,0.3299999999999999,186100.0,1700.0,44.581207,-85.54294,179500.0
MI,Ypsilanti,1st Ave,48197.0,3.0,3.0,1512.0,177.9100529100529,0.51,262500.0,1864.0,42.236263,-83.62556,269000.0
MI,Muskegon,Orchard Ave,49442.0,3.0,1.0,1636.0,93.21515892420538,0.1399999999999999,154900.0,1300.0,43.237278,-86.228645,152500.0
MI,Lapeer,Cornell Dr,48446.0,3.0,3.0,2800.0,107.10714285714286,1.3,299100.0,2800.0,43.055763,-83.24442,299900.0
MI,Novi,Sunrise Blvd,48375.0,4.0,3.0,2960.0,138.47972972972974,0.22,408100.0,2949.0,42.448483,-83.44455,409900.0
MI,Clio,N Linden Rd,48420.0,3.0,2.0,1400.0,153.57142857142858,1.0,214000.0,1325.0,43.203423,-83.773926,215000.0
MI,Ann Arbor,Springbrook Ave,48108.0,3.0,1.0,996.0,175.70281124497993,0.2,,1723.0,42.24063,-83.702866,175000.0
MI,Sterling Heights,Edshire Dr,48312.0,3.0,3.0,1455.0,178.693470790378,0.22,260400.0,1999.0,42.555695,-82.97948,259999.0
MI,Bay City,Nurmi Dr,48708.0,4.0,5.0,2844.0,147.64416315049226,0.29,421600.0,1500.0,43.593464,-83.86038,419900.0
MI,Charlotte,Brunswick Pl,48813.0,4.0,2.0,2683.0,85.68766306373463,0.43,324400.0,1599.0,42.582825,-84.795616,229900.0
MI,Saint Helen,Matt Dr,48656.0,2.0,1.0,720.0,166.66666666666666,0.1759641873278236,119000.0,1250.0,44.368484,-84.40848,120000.0
MI,Pontiac,W Columbia Ave,48340.0,3.0,2.0,1459.0,102.8101439342015,0.2,149100.0,1729.0,42.670475,-83.30945,150000.0
MI,Macomb,Lynnhurst Rd,48042.0,3.0,2.0,1344.0,169.27083333333334,0.36,226100.0,850.0,42.636223,-82.871216,227500.0
MI,Waterford,Riviera Ter,48328.0,3.0,2.0,905.0,231.93370165745856,0.2299999999999999,209500.0,1678.0,42.63363,-83.36635,209900.0
MI,Detroit,Gallagher St,48212.0,4.0,2.0,1204.0,149.5016611295681,0.0699999999999999,176600.0,1099.0,42.409843,-83.06194,180000.0
MI,Dryden,Meadow Ln,48428.0,4.0,3.0,3855.0,129.1828793774319,7.06,495400.0,3647.0,42.958263,-83.117134,498000.0
MI,Troy,Cambria Dr,48085.0,2.0,1.0,1486.0,154.7779273216689,0.39,229700.0,1949.0,42.62112,-83.122856,230000.0
MI,Milford,W Canyon Dr,48380.0,3.0,1.0,1678.0,154.94576877234803,0.21,,1647.0,42.589554,-83.6523,259999.0
MI,Westland,S Hubbard St,48186.0,3.0,1.0,1080.0,134.16666666666666,0.26,143300.0,1400.0,42.29847,-83.35937,144900.0
MN,Marble,Alice Ave,55764.0,2.0,2.0,1354.0,125.48005908419498,0.1399999999999999,169500.0,1195.0,47.320244,-93.30046,169900.0
MN,Apple Valley,Georgia Cir,55124.0,5.0,4.0,4004.0,148.6013986013986,0.37,609300.0,3514.0,44.754417,-93.215675,595000.0
MN,Ely,Grant McMahan Blvd,55731.0,2.0,2.0,878.0,398.51936218678816,2.33,352700.0,1800.0,47.922928,-91.87679,349900.0
MN,Champlin,Quebec Ave N,55316.0,5.0,2.0,2115.0,177.3049645390071,0.2299999999999999,384600.0,1914.0,45.16235,-93.37679,375000.0
MN,Maple Grove,Weaver Lake Dr N,55311.0,3.0,2.0,1968.0,195.630081300813,0.3399999999999999,393900.0,2288.0,45.11388,-93.50457,385000.0
MN,Golden Valley,Florida Ave N,55427.0,2.0,2.0,1969.0,162.46825799898426,0.13,319600.0,2891.0,44.99429,-93.36249,319900.0
MN,Saint Louis Park,Webster Ave S,55416.0,4.0,2.0,1903.0,262.7430373095113,0.3399999999999999,505700.0,2299.0,44.923252,-93.351875,500000.0
MN,Winona,Old Homer ROAD,55987.0,5.0,3.0,2238.0,122.7882037533512,0.7,283000.0,1450.0,44.02435,-91.580246,274800.0
MN,Farmington,Firebird Path,55024.0,4.0,2.0,2780.0,170.86330935251797,0.3399999999999999,485300.0,2258.0,44.693813,-93.194855,475000.0
MN,Pequot Lakes,Whitefish Way #29,56472.0,4.0,5.0,3456.0,31.828703703703702,12.5,,2949.0,46.66223,-94.231544,110000.0
MN,Elk River,Tyler Dr NW,55330.0,3.0,2.0,1472.0,173.16576086956522,0.03,258500.0,1184.0,45.295322,-93.54525,254900.0
MN,Maple Grove,Magnolia Ln N,55369.0,4.0,2.0,2290.0,187.7729257641921,0.2299999999999999,432400.0,2839.0,45.06836,-93.436295,430000.0
MN,Oakdale,Greystone Ave N,55128.0,3.0,2.0,1613.0,139.46807191568507,0.27,236100.0,2251.0,44.96639,-92.96749,224962.0
MN,White Bear Township,Hugo Rd,55110.0,2.0,2.0,1752.0,128.42465753424656,0.29,234100.0,2076.0,45.102196,-93.00275,225000.0
MN,Forest Lake,Fenway Ave N,55025.0,5.0,3.0,2135.0,114.75409836065572,1.0,,2762.0,45.216835,-92.99934,245000.0
MN,Eden Prairie,Eden Prairie Rd,55346.0,3.0,2.0,1608.0,233.2089552238806,0.43,388200.0,2147.0,44.887062,-93.47486,375000.0
MN,Zimmerman,253rd Ave NW,55398.0,3.0,3.0,2196.0,195.81056466302368,10.02,441300.0,2600.0,45.427883,-93.50464,430000.0
MN,Oakdale,Grenadier Ave N,55128.0,4.0,2.0,1374.0,227.07423580786025,0.2299999999999999,322800.0,1550.0,44.951996,-92.97179,312000.0
MN,Lakeland,Quinnell Ave N,55043.0,3.0,2.0,1245.0,152.53012048192772,0.24,188700.0,2127.0,44.958843,-92.76657,189900.0
MN,Battle Lake,Blanche Creek Rd,56515.0,4.0,1.0,1689.0,88.21788040260509,2.5,147600.0,1200.0,46.360535,-95.64895,149000.0
MN,Brook Park,Quarry St,55007.0,3.0,1.0,924.0,81.16883116883118,10.0,,1794.0,45.99867,-93.18373,75000.0
MN,Minneapolis,27th Ave N,55411.0,2.0,1.0,756.0,151.984126984127,0.2,117300.0,1350.0,45.00763,-93.31296,114900.0
MN,Detroit Lakes,W Munson Ln,56501.0,4.0,2.0,3176.0,97.60705289672543,0.4476584022038568,308100.0,2653.0,46.79757,-95.8988,310000.0
MN,Little Falls,11th St SW,56345.0,3.0,2.0,2080.0,120.1923076923077,0.36,253600.0,1999.0,45.964863,-94.38458,250000.0
MN,Orr,Indian Point Rd,55771.0,2.0,1.0,788.0,158.62944162436548,0.2,129400.0,1550.0,48.06399,-92.84316,125000.0
MN,Litchfield,S Swift Ave,55355.0,3.0,2.0,2440.0,61.4344262295082,0.43,152200.0,1694.0,45.11986,-94.53229,149900.0
MN,Bagley,Main Ave N,56621.0,1.0,1.0,783.0,127.58620689655172,0.31,99400.0,1290.0,47.52899,-95.397995,99900.0
MN,Edina,France Ave S,55410.0,3.0,2.0,2014.0,223.4359483614697,0.2299999999999999,457400.0,2470.0,44.898457,-93.32862,450000.0
MN,Emily,Hideaway Ln,56447.0,3.0,2.0,1248.0,268.4294871794872,33.37,337100.0,1599.0,46.739143,-94.005394,335000.0
MN,Duluth,Ridgewood Rd,55804.0,4.0,3.0,2888.0,195.63711911357345,0.2668732782369146,581800.0,3373.0,46.82748,-92.063995,565000.0
MN,New London,County Road 5 #APT 5,56273.0,1.0,1.0,384.0,155.98958333333334,2.0,133000.0,543.0,45.30667,-95.091675,59900.0
MN,Moose Lake,West Rd,55767.0,4.0,2.0,1600.0,84.3125,8.23,123800.0,1700.0,46.454426,-92.78492,134900.0
MN,Minneapolis,Blaisdell Ave APT 210,55404.0,2.0,2.0,831.0,119.13357400722022,,100000.0,1694.0,44.95696,-93.2801,99000.0
MN,Duluth,Woodland Ave,55803.0,4.0,2.0,1434.0,170.8507670850767,0.31,259400.0,2194.0,46.83481,-92.074005,245000.0
MN,Vadnais Heights,Twin Lake Blvd,55127.0,1.0,1.0,487.0,256.6735112936345,0.5599999999999999,163400.0,1050.0,45.043304,-93.09669,125000.0
MN,Eden Prairie,Summit Dr,55347.0,6.0,3.0,3663.0,162.43516243516245,0.53,611600.0,2695.0,44.845657,-93.47649,595000.0
MN,Minnetonka,Williston Rd,55345.0,3.0,2.0,1410.0,319.1489361702128,0.51,460800.0,2292.0,44.904675,-93.46829,450000.0
MN,Wheaton,3rd Ave N,56296.0,4.0,2.0,1840.0,21.68478260869565,0.24,,1500.0,45.8073,-96.495766,39900.0
MN,Minneapolis,James Ave N,55411.0,4.0,3.0,2360.0,127.11822033898304,0.1399999999999999,,2745.0,45.00613,-93.30099,299999.0
MN,Minneapolis,Girard Ave N,55412.0,5.0,4.0,2782.0,41.33716750539181,0.11,123300.0,2710.0,45.02024,-93.29721,115000.0
MN,Chaska,Stoughton Ave,55318.0,4.0,2.0,2681.0,104.40134278254382,0.54,313500.0,2162.0,44.792397,-93.593285,279900.0
MN,Minneapolis,Upton Ave N,55412.0,3.0,1.0,1105.0,117.55656108597285,0.13,137900.0,1773.0,45.02085,-93.31499,129900.0
MN,Ruthton,110th St,56170.0,3.0,1.0,1496.0,157.0855614973262,5.9,,1099.0,44.211094,-96.015045,235000.0
MN,Ramsey,155th Ave NW,55303.0,4.0,2.0,1868.0,179.33618843683084,1.0,345300.0,1917.0,45.25295,-93.43841,335000.0
MN,Maplewood,Bartelmy Ln N,55109.0,5.0,3.0,2403.0,151.89346650020806,0.2299999999999999,368600.0,2795.0,45.03275,-92.997894,365000.0
MN,Wabasso,South St,56293.0,3.0,1.0,1032.0,53.29457364341085,0.19,32100.0,1099.0,44.40066,-95.25253,55000.0
MN,Little Falls,Pheasant Run Rd,56345.0,1.0,1.0,1729.0,63.62058993637941,10.01,112900.0,1650.0,45.976055,-94.31758,110000.0
MN,Minneapolis,Dupont Ave N,55412.0,3.0,2.0,1302.0,145.9293394777266,0.12,199000.0,1837.0,45.02339,-93.293465,190000.0
MN,Woodbury,Leyland Draw,55125.0,3.0,2.0,1752.0,205.4794520547945,0.2799999999999999,360100.0,2349.0,44.913826,-92.91529,360000.0
MN,Longville,4th Ave NW #5,56655.0,2.0,1.0,574.0,330.8362369337979,6.0,,1350.0,46.92036,-94.30043,189900.0
MN,Duluth,N 13th Ave E,55805.0,3.0,1.0,1052.0,90.30418250950572,0.0803489439853076,96500.0,1599.0,46.806114,-92.09343,95000.0
MN,Olivia,S 10th St,56277.0,4.0,2.0,1768.0,76.35746606334841,0.27,136500.0,1099.0,44.769512,-94.99128,135000.0
MN,Plymouth,11th Ave N,55447.0,3.0,4.0,3450.0,166.63768115942028,0.1,587300.0,3827.0,44.99042,-93.51743,574900.0
MN,Monticello,County Road 39 NE,55362.0,3.0,1.0,1616.0,104.57920792079209,2.4,173900.0,1999.0,45.296474,-93.73059,169000.0
MN,Minneapolis,S 7th St APT 1801,55415.0,2.0,2.0,1115.0,188.2511210762332,1.17,205300.0,1803.0,44.974434,-93.261185,209900.0
MN,Wyoming,Flintwood Cir,55092.0,4.0,3.0,2501.0,149.90003998400638,0.7,368200.0,2250.0,45.34178,-92.99315,374900.0
MN,Maplewood,Kenwood Dr E,55117.0,4.0,2.0,2517.0,212.55462852602304,0.47,539000.0,2658.0,45.003277,-93.067764,535000.0
MN,Zimmerman,285th Ave NW,55398.0,3.0,2.0,1356.0,191.66666666666663,2.65,262100.0,2252.0,45.486473,-93.54625,259900.0
MN,Bemidji,Waterfront Dr,56601.0,3.0,1.0,600.0,291.6666666666667,6.18,184600.0,1194.0,47.405796,-94.73074,175000.0
MN,Northfield,4th St E,55057.0,3.0,2.0,2181.0,222.3750573131591,0.32,487400.0,2723.0,44.45596,-93.15354,485000.0
MN,Mora,260th Ave,55051.0,2.0,2.0,2178.0,218.04407713498625,1.3,471200.0,2881.0,45.96182,-93.310616,474900.0
MN,Embarrass,Salo Rd,55732.0,4.0,1.0,1800.0,127.22222222222224,80.0,208900.0,1999.0,47.67732,-92.03642,229000.0
MN,Remer,County Road 4 NE,56672.0,3.0,3.0,2104.0,204.1349809885932,1.37,431600.0,1500.0,47.079494,-93.97532,429500.0
MN,Roseville,McCarrons Blvd N,55113.0,3.0,3.0,1848.0,297.6190476190476,0.79,568900.0,2783.0,45.00135,-93.11482,550000.0
MN,Maple Grove,Bluebird Dr N,55369.0,4.0,2.0,2150.0,180.46511627906972,0.26,400700.0,2023.0,45.07389,-93.43639,388000.0
MN,Virginia,S 5th Ave,55792.0,3.0,2.0,840.0,33.92857142857143,0.0800734618916437,,1599.0,47.518955,-92.538864,28500.0
MN,Willmar,4th St SE,56201.0,2.0,1.0,920.0,119.56521739130434,0.1699999999999999,111700.0,1394.0,45.118668,-95.03909,110000.0
MN,Little Canada,Carla Ln,55109.0,3.0,2.0,1710.0,225.14619883040936,0.2799999999999999,399000.0,2199.0,45.01916,-93.06658,385000.0
MN,White Bear Township,Otter View Cir,55110.0,3.0,3.0,3277.0,132.7433628318584,1.07,442300.0,3038.0,45.12221,-93.04852,435000.0
MN,Andover,7th Ave NW,55304.0,5.0,3.0,2865.0,137.87085514834206,12.97,382500.0,2685.0,45.246162,-93.37772,395000.0
MN,Roseville,Wagner St,55113.0,3.0,2.0,2324.0,139.84509466437177,0.27,325800.0,2468.0,44.995655,-93.11933,325000.0
MN,Winthrop,N Main St,55396.0,3.0,2.0,1349.0,122.3128243143069,0.19,164400.0,776.0,44.54477,-94.363976,165000.0
MN,Minnetonka,Clear View Dr,55345.0,3.0,2.0,1708.0,207.8454332552693,0.1399999999999999,351500.0,2463.0,44.892757,-93.51757,355000.0
MN,Elk River,197th Ave NW,55330.0,3.0,2.0,1692.0,197.93144208037825,2.59,342200.0,2299.0,45.32913,-93.55632,334900.0
MN,Monticello,E Oak Dr,55362.0,4.0,4.0,2916.0,150.89163237311385,0.2799999999999999,445800.0,2594.0,45.28162,-93.75201,440000.0
MN,Austin,21st St NE,55912.0,4.0,3.0,2215.0,225.6884875846501,1.9,476200.0,3002.0,43.677933,-92.93916,499900.0
MN,Fairmont,N Park St,56031.0,3.0,1.0,1890.0,36.98412698412698,0.19,71000.0,353.0,43.65621,-94.46135,69900.0
